,newsdesc,newstitle,titledesc
493,Menteri Basuki menerima kunjungan Wakil Menteri Lingkungan Jepang.,"Gandeng Jepang, Kementerian PUPR akan Kembangkan PLTSA","Menteri Basuki menerima kunjungan Wakil Menteri Lingkungan Jepang. Gandeng Jepang, Kementerian PUPR akan Kembangkan PLTSA"
494,Kementerian PUPR telah melakukan penandatanganan kontrak terhadap 952 paket kontraktual.,"Kementerian PUPR Teken Kontrak Serentak Senilai Rp6,43 Triliun","Kementerian PUPR telah melakukan penandatanganan kontrak terhadap 952 paket kontraktual. Kementerian PUPR Teken Kontrak Serentak Senilai Rp6,43 Triliun"
495,Pembangunan infrastruktur tahun 2017 menjadi salah satu tumpuan pemerataan kesejahteraan secara nasional.,Pembangunan Infrastruktur PUPR Meratakan Pembangunan,Pembangunan infrastruktur tahun 2017 menjadi salah satu tumpuan pemerataan kesejahteraan secara nasional. Pembangunan Infrastruktur PUPR Meratakan Pembangunan
496,"Bila dijumlahkan dengan capaian 2 tahun sebelumnya, maka jalan tol baru yang beroperasi sepanjang 567,9 km.",Tahun Ini Kementerian PUPR Targetkan 392 Km Jalan Tol Beroperasi,"Bila dijumlahkan dengan capaian 2 tahun sebelumnya, maka jalan tol baru yang beroperasi sepanjang 567,9 km. Tahun Ini Kementerian PUPR Targetkan 392 Km Jalan Tol Beroperasi"
497,Dua kecamatan yang mendapat bantuan dari Pemerintah Pusat adalah Sangir Jujuan dan Pauah Duo.,Kementerian PUPR Perkuat 222 Rumah di Solok Selatan,Dua kecamatan yang mendapat bantuan dari Pemerintah Pusat adalah Sangir Jujuan dan Pauah Duo. Kementerian PUPR Perkuat 222 Rumah di Solok Selatan
498,Menteri Basuki Hadimuljono mengatakan bahwa pemerintah sudah mencanangkan untuk program rehabilitasi irigasi Delta Brantas.,PUPR Rehabilitasi 18.000 Hektar Jaringan Irigasi Delta Brantas,Menteri Basuki Hadimuljono mengatakan bahwa pemerintah sudah mencanangkan untuk program rehabilitasi irigasi Delta Brantas. PUPR Rehabilitasi 18.000 Hektar Jaringan Irigasi Delta Brantas
499,"Rasio gini yang saat ini meningkat dari 0,41 menjadi 0,39 juga merupakan dampak dari pembangunan infrastruktur dalam dua tahun terakhir.",Basuki: Bangun Infrastruktur PUPR Dorong Pemerataan Pembangunan,"Rasio gini yang saat ini meningkat dari 0,41 menjadi 0,39 juga merupakan dampak dari pembangunan infrastruktur dalam dua tahun terakhir. Basuki: Bangun Infrastruktur PUPR Dorong Pemerataan Pembangunan"
500,Pemerintah dan REI membuat program kerja khususnya pembangunan rumah bagi masyarakat.,Menteri PUPR Berharap Kerjasama yang Lebih Intensif dengan REI,Pemerintah dan REI membuat program kerja khususnya pembangunan rumah bagi masyarakat. Menteri PUPR Berharap Kerjasama yang Lebih Intensif dengan REI
501,Kementerian PUPR menyelesaikan pembangunan jembatan dengan total sepanjang 9.098 meter.,"Tahun Lalu, Kementerian PUPR Operasikan 44 Km Jalan Tol","Kementerian PUPR menyelesaikan pembangunan jembatan dengan total sepanjang 9.098 meter. Tahun Lalu, Kementerian PUPR Operasikan 44 Km Jalan Tol"
502,"Penyerapan anggaran Kementerian PUPR tahun 2016 mencapai 90,76 persen untuk progres keuangan dan 96,40 persen untuk progres fisik.",Ini Refleksi Capaian Kerja Kementerian PUPR Tahun 2016,"Penyerapan anggaran Kementerian PUPR tahun 2016 mencapai 90,76 persen untuk progres keuangan dan 96,40 persen untuk progres fisik. Ini Refleksi Capaian Kerja Kementerian PUPR Tahun 2016"
503,Partai Gerindra menilai Basuki Hadimuljono layak dicopot dari jabatannya selaku Menteri PUPR.,Gerindra Tuding Ada Mafia Infrastruktur di Kementerian PUPR,Partai Gerindra menilai Basuki Hadimuljono layak dicopot dari jabatannya selaku Menteri PUPR. Gerindra Tuding Ada Mafia Infrastruktur di Kementerian PUPR
504," Pasalnya, kekurangan kebutuhan rumah (backlog) perumahan bagi masyarakat di Indonesia masih cukup tinggi.",Menteri PUPR Pastikan Program Satu Juta Rumah Dilanjutkan di 2017," Pasalnya, kekurangan kebutuhan rumah (backlog) perumahan bagi masyarakat di Indonesia masih cukup tinggi. Menteri PUPR Pastikan Program Satu Juta Rumah Dilanjutkan di 2017"
505,Salah satu tugas pokok BPWS menurut Perpres tersebut adalah membangun dan mengelola Wilayah Kaki Jembatan Suramadu.,Menteri PUPR Pastikan akan Fokus Bangun Madura,Salah satu tugas pokok BPWS menurut Perpres tersebut adalah membangun dan mengelola Wilayah Kaki Jembatan Suramadu. Menteri PUPR Pastikan akan Fokus Bangun Madura
506,Kementerian PUPR telah membersihkan sungai di Bima dari sampah dan tambah pasokan air bersih.,Kementerian PUPR Tambah 40 Hidran Umum untuk Bima,Kementerian PUPR telah membersihkan sungai di Bima dari sampah dan tambah pasokan air bersih. Kementerian PUPR Tambah 40 Hidran Umum untuk Bima
507,Indonesia dan Jepang sepakat untuk melanjutkan kerjasama di bidang pengembangan infrastruktur.,Kementerian PUPR dan Jepang Teken Kerjasama di Infrastruktur,Indonesia dan Jepang sepakat untuk melanjutkan kerjasama di bidang pengembangan infrastruktur. Kementerian PUPR dan Jepang Teken Kerjasama di Infrastruktur
508,Kementerian PUPR melakukan pembersihan sampah pasca bencana banjir di Bima.,Kementerian PUPR Amankan Tanggul Jebol di Bima,Kementerian PUPR melakukan pembersihan sampah pasca bencana banjir di Bima. Kementerian PUPR Amankan Tanggul Jebol di Bima
509,Kementerian PUPR memiliki tugas pembangunan infrastruktur.,Capaian Kementerian PUPR 2016 dan Target Kedepannya,Kementerian PUPR memiliki tugas pembangunan infrastruktur. Capaian Kementerian PUPR 2016 dan Target Kedepannya
510,Pemerintah terus berupaya meningkatkan sejumlah infrastruktur di wilayah yang terkenal dengan wisata pulau Komodonya tersebut. ,Kementerian PUPR Terus Rampungkan Jalan Perbatasan NTT,Pemerintah terus berupaya meningkatkan sejumlah infrastruktur di wilayah yang terkenal dengan wisata pulau Komodonya tersebut.  Kementerian PUPR Terus Rampungkan Jalan Perbatasan NTT
511,Tim Tanggap Darurat Kementerian PUPR telah menyiapkan sejumlah peralatan layanan air bersih yang dibutuhkan oleh pengungsi.,Kementerian PUPR Identifikasi Kerusakan Infrastruktur di Bima,Tim Tanggap Darurat Kementerian PUPR telah menyiapkan sejumlah peralatan layanan air bersih yang dibutuhkan oleh pengungsi. Kementerian PUPR Identifikasi Kerusakan Infrastruktur di Bima
512,Menteri PUPR Basuki Hadimuljono membentuk satuan tugas infrastruktur untuk percepatan penanganan bencana gempa di Aceh.,Kementerian PUPR Percepat Rekonstruksi Sekolah di Aceh,Menteri PUPR Basuki Hadimuljono membentuk satuan tugas infrastruktur untuk percepatan penanganan bencana gempa di Aceh. Kementerian PUPR Percepat Rekonstruksi Sekolah di Aceh
513,"Perencanaan, pemrograman dan penganggaran pembangunan infrastruktur pekerjaan umum dan perumahan rakyat harus fokus.",Menteri PUPR : Perencanaan Pembangunan Infrastruktur Harus Fokus,"Perencanaan, pemrograman dan penganggaran pembangunan infrastruktur pekerjaan umum dan perumahan rakyat harus fokus. Menteri PUPR : Perencanaan Pembangunan Infrastruktur Harus Fokus"
514,Setidaknya sudah tiga kali Fathan digarap penyidik KPK dalam kasus ini.,KPK Periksa Politikus PKB Terkait Proyek di Kementerian PUPR,Setidaknya sudah tiga kali Fathan digarap penyidik KPK dalam kasus ini. KPK Periksa Politikus PKB Terkait Proyek di Kementerian PUPR
515,Kementerian PUPR emasang Hidran Umum tambahan di 18 titik lokasi pengungsian korban bencana gempa bumi Aceh.,Kementerian PUPR Pasang HU Tambahan Di Lokasi Gempa Aceh,Kementerian PUPR emasang Hidran Umum tambahan di 18 titik lokasi pengungsian korban bencana gempa bumi Aceh. Kementerian PUPR Pasang HU Tambahan Di Lokasi Gempa Aceh
516,Kementerian PUPR dan PT. WIKA Beton menjajaki industrialisasi teknologi hasil Balitbang PUPR.,Kementerian PUPR dan WIKA Beton Manfaatkan Teknologi Konstruksi,Kementerian PUPR dan PT. WIKA Beton menjajaki industrialisasi teknologi hasil Balitbang PUPR. Kementerian PUPR dan WIKA Beton Manfaatkan Teknologi Konstruksi
517,Pemerintah turut mendukung pengembangan infrastruktur dan peningkatan sumber daya manusia di Kawasan Timur Indonesia.,Kementerian PUPR Dorong Infrastruktur Kawasan Indonesia Timur,Pemerintah turut mendukung pengembangan infrastruktur dan peningkatan sumber daya manusia di Kawasan Timur Indonesia. Kementerian PUPR Dorong Infrastruktur Kawasan Indonesia Timur
518,Kementerian PUPR terus menambah layanan air bersih dan sanitasi di lokasi-lokasi pengungsian gempa bumi Aceh.,Kementerian PUPR Perkuat Sarana Air Bersih di Lokasi Gempa Aceh,Kementerian PUPR terus menambah layanan air bersih dan sanitasi di lokasi-lokasi pengungsian gempa bumi Aceh. Kementerian PUPR Perkuat Sarana Air Bersih di Lokasi Gempa Aceh
519,Kementerian PUPR telah membentuk Tim Sapu Bersih Pungli yang rencananya akan mulai berlaku efektif pada Januari 2017.,Ini Cara Kementerian PUPR Berantas Korupsi Infrastruktur,Kementerian PUPR telah membentuk Tim Sapu Bersih Pungli yang rencananya akan mulai berlaku efektif pada Januari 2017. Ini Cara Kementerian PUPR Berantas Korupsi Infrastruktur
520,Pembangunan infrastruktur akan terus dipercepat untuk dapat mencapai sasaran RPJMN 2014-2019.,"DIPA Tahun 2017 Kementerian PUPR Sebesar Rp101,496 Triliun","Pembangunan infrastruktur akan terus dipercepat untuk dapat mencapai sasaran RPJMN 2014-2019. DIPA Tahun 2017 Kementerian PUPR Sebesar Rp101,496 Triliun"
521,Adanya aturan ini dapat menyerap tenaga kerja konstruksi yang ada di daerah yang berkompeten yang belum mempunyai tittle.,Kementerian PUPR dan DPR Tuntaskan Draft UU Jasa Konstruksi,Adanya aturan ini dapat menyerap tenaga kerja konstruksi yang ada di daerah yang berkompeten yang belum mempunyai tittle. Kementerian PUPR dan DPR Tuntaskan Draft UU Jasa Konstruksi
522,KPK juga pernah menggeledah ruang kerja Yudi di DPR pada 15 Januari.,"KPK Geledah Rumah Anggota DPR PKS di Cimahi, Terkait Korupsi PUPR","KPK juga pernah menggeledah ruang kerja Yudi di DPR pada 15 Januari. KPK Geledah Rumah Anggota DPR PKS di Cimahi, Terkait Korupsi PUPR"
523,Aspal karet alam dapat meningkatkan kualitas perkerasan aspal dalam hal usia layanan dan ketahanan terjadap alur.,Kementerian PUPR Uji Coba Aspal Karet Alam di Jalan Lido Sukabumi,Aspal karet alam dapat meningkatkan kualitas perkerasan aspal dalam hal usia layanan dan ketahanan terjadap alur. Kementerian PUPR Uji Coba Aspal Karet Alam di Jalan Lido Sukabumi
524,Kementerian menerbitkan Buku Katalog Produk Baja Konstruksi.,Kementerian PUPR Dorong Penggunaan Baja Konstruksi Dalam Negeri,Kementerian menerbitkan Buku Katalog Produk Baja Konstruksi. Kementerian PUPR Dorong Penggunaan Baja Konstruksi Dalam Negeri
525,Tujuannya untuk mendukung Kawasan Strategis Pariwisata Nasional Danau Toba,Kementerian PUPR Bangun Jalan Lingkar Pulau Samosir,Tujuannya untuk mendukung Kawasan Strategis Pariwisata Nasional Danau Toba Kementerian PUPR Bangun Jalan Lingkar Pulau Samosir
526,Kementerian PUPR sendiri setiap tahunnya telah berpartisipasi aktif menambah jumlah pohon di Indonesia,Kementerian PUPR Gencar Tanam Pohon di Proyek Infrastruktur,Kementerian PUPR sendiri setiap tahunnya telah berpartisipasi aktif menambah jumlah pohon di Indonesia Kementerian PUPR Gencar Tanam Pohon di Proyek Infrastruktur
527,Untuk penyediaan air baku akan dibangun 65 bendungan hingga 2019. ,"Dukung Ketahanan Pangan, Kemen PUPR Bangun Irigasi dan Waduk","Untuk penyediaan air baku akan dibangun 65 bendungan hingga 2019.  Dukung Ketahanan Pangan, Kemen PUPR Bangun Irigasi dan Waduk"
528,Pembangunan terowongan di Curug Jompong untuk mengatasi banjir di Bandung.,Kementerian PUPR Akan Bangun Terowongan di Curug Jompong,Pembangunan terowongan di Curug Jompong untuk mengatasi banjir di Bandung. Kementerian PUPR Akan Bangun Terowongan di Curug Jompong
529,"Penyusunan ""masterplan"" pengembangan kawasan perdesaan merupakan kesepakatan dengan pemangku kepentingan.",Kemen PUPR Dukung Pengembangan Infrastruktur 40 Kawasan Pedesaan,"Penyusunan ""masterplan"" pengembangan kawasan perdesaan merupakan kesepakatan dengan pemangku kepentingan. Kemen PUPR Dukung Pengembangan Infrastruktur 40 Kawasan Pedesaan"
530,"Pascaditegor Presiden Jokowi, Menteri PUPR lakukan ini.",Menteri PUPR Minta Pegawainya Jangan Kerja di Kantor,"Pascaditegor Presiden Jokowi, Menteri PUPR lakukan ini. Menteri PUPR Minta Pegawainya Jangan Kerja di Kantor"
531,PUPR mengungkapkan banyak mendapatkan tantangan.,PUPR Tingkatkan Kualitas SDM untuk Percepatan Pembangunan,PUPR mengungkapkan banyak mendapatkan tantangan. PUPR Tingkatkan Kualitas SDM untuk Percepatan Pembangunan
532,BPIW mendukung penuh perencanaan pengembangan infrastruktur.,Kemen PUPR Rencanakan Bangun Metropolitan Baru Palembang Raya,BPIW mendukung penuh perencanaan pengembangan infrastruktur. Kemen PUPR Rencanakan Bangun Metropolitan Baru Palembang Raya
533,"Untuk mendukung ketahanan pangan, energi dan air, Kementerian PUPR membangun 65 bendungan hingga 2019.",Kementerian PUPR Bangun 65 Bendungan Sampai 2019,"Untuk mendukung ketahanan pangan, energi dan air, Kementerian PUPR membangun 65 bendungan hingga 2019. Kementerian PUPR Bangun 65 Bendungan Sampai 2019"
534,"Menteri Basuki mengatakan bahwa infrastruktur itu ada lima yaitu transportasi, air, perumahan dan pemukiman, energi, serta komunikasi.",Kementerian PUPR Siapkan 8 Program Terkait IBM,"Menteri Basuki mengatakan bahwa infrastruktur itu ada lima yaitu transportasi, air, perumahan dan pemukiman, energi, serta komunikasi. Kementerian PUPR Siapkan 8 Program Terkait IBM"
535,Diakui Menteri Basuki saat ini banyak sekali Daerah Aliran Sungai dalam kondisi kritis.,Kementerian PUPR Bentuk Tim untuk Revitalisasi DAS,Diakui Menteri Basuki saat ini banyak sekali Daerah Aliran Sungai dalam kondisi kritis. Kementerian PUPR Bentuk Tim untuk Revitalisasi DAS
536,Program ini bertujuan menumbuhkan partisipasi petani dalam perbaikan dan peningkatan jaringan irigasi berdasarkan kebutuhan masyarakat.,"Pembangunan Irigasi Kecil, PUPR Libatkan Perkumpulan Petani","Program ini bertujuan menumbuhkan partisipasi petani dalam perbaikan dan peningkatan jaringan irigasi berdasarkan kebutuhan masyarakat. Pembangunan Irigasi Kecil, PUPR Libatkan Perkumpulan Petani"
537,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) akan meluncurkan program Infrastruktur Berbasis Masyarakat (IBM) bidang PUPR.,Kementerian PUPR akan Bangun Infrastruktur Berbasis Masyarakat,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) akan meluncurkan program Infrastruktur Berbasis Masyarakat (IBM) bidang PUPR. Kementerian PUPR akan Bangun Infrastruktur Berbasis Masyarakat
538,"Progres lelang dini hingga hari ini sebanyak 1.556 paket pekerjaan sudah dilelang dengan nilai Rp8,16 triliun.",Menteri PUPR Ingin Pekerjaan Infrastruktur Bisa Dimulai Awal 2017,"Progres lelang dini hingga hari ini sebanyak 1.556 paket pekerjaan sudah dilelang dengan nilai Rp8,16 triliun. Menteri PUPR Ingin Pekerjaan Infrastruktur Bisa Dimulai Awal 2017"
539, Pemerintah juga memberikan perhatiannya dalam pembangunan proyek infrastruktur skala kecil menengah yang bersifat padat karya.,Kementerian PUPR Juga Bangun Infrastruktur Padat Karya, Pemerintah juga memberikan perhatiannya dalam pembangunan proyek infrastruktur skala kecil menengah yang bersifat padat karya. Kementerian PUPR Juga Bangun Infrastruktur Padat Karya
540,Sebagian besar proyek mangkrak dimulai di era Presiden SBY.,Menteri Basuki: Tak Ada Proyek PUPR yang Mangkrak,Sebagian besar proyek mangkrak dimulai di era Presiden SBY. Menteri Basuki: Tak Ada Proyek PUPR yang Mangkrak
541,Kementerian PUPR berkomitmen mendukung pengembangan infrastruktur kawasan perbatasan dengan negara lain.,Kementerian PUPR Bangun Infrastruktur Pulau Terluar Perbatasan RI,Kementerian PUPR berkomitmen mendukung pengembangan infrastruktur kawasan perbatasan dengan negara lain. Kementerian PUPR Bangun Infrastruktur Pulau Terluar Perbatasan RI
542,"Pemerintah memprogramkan ketahanan air, ketahanan/kedaulatan pangan dan ketahanan energi Indonesia.",Kementerian PUPR Bangun 12 Kebun Raya di Indonesia,"Pemerintah memprogramkan ketahanan air, ketahanan/kedaulatan pangan dan ketahanan energi Indonesia. Kementerian PUPR Bangun 12 Kebun Raya di Indonesia"
543,Basuki Hadimuljono menginginkan agar aset negara yang dikelola oleh Kementerian PUPR.,Kementerian PUPR Kelola Aset Sebesar Rp802 Triliun,Basuki Hadimuljono menginginkan agar aset negara yang dikelola oleh Kementerian PUPR. Kementerian PUPR Kelola Aset Sebesar Rp802 Triliun
544,Kementerian PUPR telah melakukan Greenroad Rating sejak tahun lalu.,Kementerian PUPR Lakukan Pemeringkatan Jalan Hijau,Kementerian PUPR telah melakukan Greenroad Rating sejak tahun lalu. Kementerian PUPR Lakukan Pemeringkatan Jalan Hijau
545,"Progres realisasi keuangan Kementerian Pekerjaan Umum dan Perumahan Rakyat per 2 November 2016, pukul 16.00 WIB, telah mencapai 58,90 persen.","951 Paket Pekerjaan Kementerian PUPR Rp4,8 Triliun Sudah Lelang","Progres realisasi keuangan Kementerian Pekerjaan Umum dan Perumahan Rakyat per 2 November 2016, pukul 16.00 WIB, telah mencapai 58,90 persen. 951 Paket Pekerjaan Kementerian PUPR Rp4,8 Triliun Sudah Lelang"
546,"Berdasarkan prediksi Badan Meteorologi, Klimatologi dan Geofisika (BMKG) cuaca ekstrem akan terjadi saat ini hingga Februari 2017 nanti.","Antisipasi Cuaca Ekstrem, Kementerian PUPR Cek Kondisi Tanggul","Berdasarkan prediksi Badan Meteorologi, Klimatologi dan Geofisika (BMKG) cuaca ekstrem akan terjadi saat ini hingga Februari 2017 nanti. Antisipasi Cuaca Ekstrem, Kementerian PUPR Cek Kondisi Tanggul"
547,"Sebanyak 2.500 pohon ditanam di areal seluas 1,2 kilometer di bantaran Sungai Citarum, Desa Rancamanyar, Kabupaten Bandung.",Kementerian PUPR Hijaukan Bantaran Sungai Citarum,"Sebanyak 2.500 pohon ditanam di areal seluas 1,2 kilometer di bantaran Sungai Citarum, Desa Rancamanyar, Kabupaten Bandung. Kementerian PUPR Hijaukan Bantaran Sungai Citarum"
548,Pihak PUPR juga mengingatkan kepada masyarakat untuk senantiasa waspada.,"Hadapi Cuaca Ekstrem, Kementerian PUPR Siapkan Sejumlah Langkah","Pihak PUPR juga mengingatkan kepada masyarakat untuk senantiasa waspada. Hadapi Cuaca Ekstrem, Kementerian PUPR Siapkan Sejumlah Langkah"
549,Tenaga kerja konstruksi yang disertifikasi tersebut adalah para pekerja yang bekerja di kegiatan-kegiatan strategis internal Kementerian PUPR.,Menteri PUPR: Semua Tenaga Kerja Konstruksi Harus Bersertifikat,Tenaga kerja konstruksi yang disertifikasi tersebut adalah para pekerja yang bekerja di kegiatan-kegiatan strategis internal Kementerian PUPR. Menteri PUPR: Semua Tenaga Kerja Konstruksi Harus Bersertifikat
550,Pemerintah telah mengirim 1 unit pompa ke lokasi banjir.,Kementerian PUPR Kirimkan Pompa Penanganan Banjir di Gorontalo,Pemerintah telah mengirim 1 unit pompa ke lokasi banjir. Kementerian PUPR Kirimkan Pompa Penanganan Banjir di Gorontalo
551,Tujuannya untuk meningkatkan pasokan air baku ke Jakarta.,Kementerian PUPR Rehabilitasi Saluran Tarum Barat,Tujuannya untuk meningkatkan pasokan air baku ke Jakarta. Kementerian PUPR Rehabilitasi Saluran Tarum Barat
552,"Tim dari Balitbang diturunkan untuk meninjau dan melakukan penanganan, agar jembatan yang runtuh dapat segera diperbaiki.","Jembatan di Bali Runtuh, Kementerian PUPR Terjunkan Tim","Tim dari Balitbang diturunkan untuk meninjau dan melakukan penanganan, agar jembatan yang runtuh dapat segera diperbaiki. Jembatan di Bali Runtuh, Kementerian PUPR Terjunkan Tim"
553,Pembangunan infrastruktur diharapkan mensejahterahkan masyarakat pesisir dan pulau-pulau kecil.,Kementerian PUPR akan Bangun Infrastruktur Buat Pariwisata,Pembangunan infrastruktur diharapkan mensejahterahkan masyarakat pesisir dan pulau-pulau kecil. Kementerian PUPR akan Bangun Infrastruktur Buat Pariwisata
554,"Disadari, kondisi geografis dan teknis mempengaruhi pembangunan infrastruktur, sehingga Balitbang Kementerian PUPR harus menjadi terdepan.",Balitbang PUPR Harus Jadi Terdepan untuk Bangun Infrastruktur,"Disadari, kondisi geografis dan teknis mempengaruhi pembangunan infrastruktur, sehingga Balitbang Kementerian PUPR harus menjadi terdepan. Balitbang PUPR Harus Jadi Terdepan untuk Bangun Infrastruktur"
555,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) mengaku mendapat amanat dari presiden Joko Widodo untuk membangun 3 infrastruktur prioritas.,Kementerian PUPR Libatkan HIPMI untuk Garap Proyek Infrastruktur,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) mengaku mendapat amanat dari presiden Joko Widodo untuk membangun 3 infrastruktur prioritas. Kementerian PUPR Libatkan HIPMI untuk Garap Proyek Infrastruktur
556,"Hal tersebut diutarakan Basuki di depan 110 peserta Diklatnas-Lemhanas BPP Hipmi di Lemhanas, Jakarta (12/10).",Menteri PUPR Larang BUMN Garap Proyek Dibawah Rp50 Miliar,"Hal tersebut diutarakan Basuki di depan 110 peserta Diklatnas-Lemhanas BPP Hipmi di Lemhanas, Jakarta (12/10). Menteri PUPR Larang BUMN Garap Proyek Dibawah Rp50 Miliar"
557,Terdapat kerusakan di Jembatan Ciputra Pinggan di ruas Pangandaran-Banjar lokasi KM. Bdg. 206.95.,Kementerian PUPR Kirim Jembatan Bailey ke Pangandaran dan Banjar,Terdapat kerusakan di Jembatan Ciputra Pinggan di ruas Pangandaran-Banjar lokasi KM. Bdg. 206.95. Kementerian PUPR Kirim Jembatan Bailey ke Pangandaran dan Banjar
558,"Penyerapan keuangan Kementerian PUPR hingga Kamis (6/10/2016) pukul 12.00 telah mencapai 52,83 persen dengan progres fisik 59,56 persen.","Percepat Pembebasan Lahan, Penyerapan Anggaran PUPR Naik","Penyerapan keuangan Kementerian PUPR hingga Kamis (6/10/2016) pukul 12.00 telah mencapai 52,83 persen dengan progres fisik 59,56 persen. Percepat Pembebasan Lahan, Penyerapan Anggaran PUPR Naik"
559,"Pemerintah pusat akan membantu pembangunan jembatan yang panjangnya sekitar 6,4 kilometer tersebut kalau semua syaratnya dipenuhi.
",Menteri PUPR Berjanji Bangun Jembatan Pulau Laut,"Pemerintah pusat akan membantu pembangunan jembatan yang panjangnya sekitar 6,4 kilometer tersebut kalau semua syaratnya dipenuhi.
 Menteri PUPR Berjanji Bangun Jembatan Pulau Laut"
560,Pemerintah mengajukan solusi dalam pembangunan Pembangkit Listrik Berbasis Sampah.,Kementerian PUPR Ajukan Policy Brief untuk Percepat Bangun PLTSA,Pemerintah mengajukan solusi dalam pembangunan Pembangkit Listrik Berbasis Sampah. Kementerian PUPR Ajukan Policy Brief untuk Percepat Bangun PLTSA
561,Menteri Basuki optimis proyek renovasi GBK dan pembangunan Wisma Atlet Kemayoran selesai sesuai target.,Menteri PUPR Optimis Proyek Wisma Atlet Kemayoran Selesai 2017,Menteri Basuki optimis proyek renovasi GBK dan pembangunan Wisma Atlet Kemayoran selesai sesuai target. Menteri PUPR Optimis Proyek Wisma Atlet Kemayoran Selesai 2017
562,Proyek taggul laut DKI Jakarta tidak akan mengganggu aktivitas nelayan untuk melaut bahkan akan dibangun dermaga untuk perahu nelayan.,Kementerian PUPR Klaim Proyek Tanggul Laut Tak Ganggu Nelayan,Proyek taggul laut DKI Jakarta tidak akan mengganggu aktivitas nelayan untuk melaut bahkan akan dibangun dermaga untuk perahu nelayan. Kementerian PUPR Klaim Proyek Tanggul Laut Tak Ganggu Nelayan
563,Ditjen Bina Marga membahas penyempurnaan Tata Cara Perencanaan Jembatan Penyeberangan untuk Pejalan Kaki di Perkotaan. ,Kementerian PUPR Sempurnakan Standar Pembangunan JPO,Ditjen Bina Marga membahas penyempurnaan Tata Cara Perencanaan Jembatan Penyeberangan untuk Pejalan Kaki di Perkotaan.  Kementerian PUPR Sempurnakan Standar Pembangunan JPO
564, Bantuan diserahkan secara simbolis oleh Ketua Dharma Wanita Persatuan Kementerian PUPR Titi Hermanto Dardak.,DWP PUPR Serahkan Bantuan Untuk Korban Banjir Sumedang dan Garut, Bantuan diserahkan secara simbolis oleh Ketua Dharma Wanita Persatuan Kementerian PUPR Titi Hermanto Dardak. DWP PUPR Serahkan Bantuan Untuk Korban Banjir Sumedang dan Garut
565,Pemerintah terus menggenjot penyelesaian pembangunan dan perbaikan Jalan Nasional dan Jalan Tol Trans Jawa yang berada di kawasan utara pulau Jawa.,Kementerian PUPR Genjot Pembangunan Jalan Pantai Selatan Jawa,Pemerintah terus menggenjot penyelesaian pembangunan dan perbaikan Jalan Nasional dan Jalan Tol Trans Jawa yang berada di kawasan utara pulau Jawa. Kementerian PUPR Genjot Pembangunan Jalan Pantai Selatan Jawa
566,Majelis hakim kemudian memerintahkan KPK untuk mengusut rapat informal tersebut. ,KPK Diminta Usut Rapat Setengah Kamar DPR dengan PUPR,Majelis hakim kemudian memerintahkan KPK untuk mengusut rapat informal tersebut.  KPK Diminta Usut Rapat Setengah Kamar DPR dengan PUPR
567,Penyediaan sanitasi dan air minum sehat melalui pamsimas dan sanimas libatkan masyarakat.,Kementerian PUPR Bangun Sanimas di 753 Lokasi Indonesia,Penyediaan sanitasi dan air minum sehat melalui pamsimas dan sanimas libatkan masyarakat. Kementerian PUPR Bangun Sanimas di 753 Lokasi Indonesia
568,"Hal tersebut diperlukan untuk memastikan target pembangunan infrastruktur bisa tercapai dimana progress fisiknya saat ini telah mencapai 55,69 persen.",Pejabat Kementerian PUPR Diminta Pantau Proyek Infrastruktur,"Hal tersebut diperlukan untuk memastikan target pembangunan infrastruktur bisa tercapai dimana progress fisiknya saat ini telah mencapai 55,69 persen. Pejabat Kementerian PUPR Diminta Pantau Proyek Infrastruktur"
569,Yudi diperiksa terkait dugaan suap terhadap anggota Fraksi Partai Amanat Nasional Andi Taufan Tiro.,KPK Periksa Anggota Komisi V Fraksi PKS Kasus Proyek PUPR,Yudi diperiksa terkait dugaan suap terhadap anggota Fraksi Partai Amanat Nasional Andi Taufan Tiro. KPK Periksa Anggota Komisi V Fraksi PKS Kasus Proyek PUPR
570,Hanya saja bangunan bendungan memiliki struktur yang kompleks sehingga proses konstruksinya membutuhkan waktu yang tidak singkat.,Kementerian PUPR Geber Pembangunan Bendungan di Tanah Air,Hanya saja bangunan bendungan memiliki struktur yang kompleks sehingga proses konstruksinya membutuhkan waktu yang tidak singkat. Kementerian PUPR Geber Pembangunan Bendungan di Tanah Air
571, Ditjen Cipta Karya akan membangun sebanyak 44 Instalasi Pengelolaan Air Limbah (IPAL) komunal.,Kementerian PUPR dan Pemda DKI Jakarta Bangun 44 IPAL Komunal, Ditjen Cipta Karya akan membangun sebanyak 44 Instalasi Pengelolaan Air Limbah (IPAL) komunal. Kementerian PUPR dan Pemda DKI Jakarta Bangun 44 IPAL Komunal
