,newsdesc,newstitle,titledesc
211,Membaiknya kondisi jalan nasional telah menjadi faktor utama meningkatnya minat wisatawan untuk berkunjung ke Tanjung Lesung.,"Genjot Wisata, Jalan Menuju Tanjung Lesung Diperbaiki","Membaiknya kondisi jalan nasional telah menjadi faktor utama meningkatnya minat wisatawan untuk berkunjung ke Tanjung Lesung. Genjot Wisata, Jalan Menuju Tanjung Lesung Diperbaiki"
212,Bendungan Menganti tak hanya digunakan untuk irigasi tetapi juga sarana pengendali banjir dan penuhi kebutuhan air.,Bendungan Menganti Suplai Irigasi di Cilacap Saat Kemarau,Bendungan Menganti tak hanya digunakan untuk irigasi tetapi juga sarana pengendali banjir dan penuhi kebutuhan air. Bendungan Menganti Suplai Irigasi di Cilacap Saat Kemarau
213,Pada saat ini terdapat 173.367 orang warga binaan dan 44.252 klien yang tersebar di seluruh lapas di 34 provinsi di Indonesia.,Kementerian PUPR Beri Pelatihan Konstruksi Buat Narapidana,Pada saat ini terdapat 173.367 orang warga binaan dan 44.252 klien yang tersebar di seluruh lapas di 34 provinsi di Indonesia. Kementerian PUPR Beri Pelatihan Konstruksi Buat Narapidana
214,"Dalam UU No 2 tahun 2017 tentang Jasa Konstruksi, menyatakan setiap badan usaha yang mengerjakan jasa konstruksi wajib memiliki Sertifikasi Badan Usaha.","Minimalisir Kecelakaan Kerja, Kementerian PUPR Didik Tenaga Ahli K3 Konstruksi","Dalam UU No 2 tahun 2017 tentang Jasa Konstruksi, menyatakan setiap badan usaha yang mengerjakan jasa konstruksi wajib memiliki Sertifikasi Badan Usaha. Minimalisir Kecelakaan Kerja, Kementerian PUPR Didik Tenaga Ahli K3 Konstruksi"
215,Kementerian PUPR kembangkan teknologi konstruksi saluran irigasi beton pracetak modular.,Kementerian PUPR Tawarkan Teknologi Konstruksi untuk Jaringan Irigasi,Kementerian PUPR kembangkan teknologi konstruksi saluran irigasi beton pracetak modular. Kementerian PUPR Tawarkan Teknologi Konstruksi untuk Jaringan Irigasi
216,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) menargetkan membangun satu juta hektar jaringan irigasi baru.,"Rehabilitasi Jaringan Irigasi, Kementerian PUPR Libatkan Petani","Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) menargetkan membangun satu juta hektar jaringan irigasi baru. Rehabilitasi Jaringan Irigasi, Kementerian PUPR Libatkan Petani"
217,"Dalam rapat kerja dengan DPR RI beberapa waktu lalu, Menteri PUPR Basuki Hadimuljono mengungkapkan beberapa indikator program mudik lebaran 2018 berjalan lebih baik.",Menteri PUPR Ungkap Indikator Mudik Lebaran 2018 Berjalan Lebih Baik,"Dalam rapat kerja dengan DPR RI beberapa waktu lalu, Menteri PUPR Basuki Hadimuljono mengungkapkan beberapa indikator program mudik lebaran 2018 berjalan lebih baik. Menteri PUPR Ungkap Indikator Mudik Lebaran 2018 Berjalan Lebih Baik"
218,"Desain arsitektur Monumen Kapsul Waktu di Kabupaten Merauke, Provinsi Papua, dibuat oleh arsitek kenamaan Indonesia Yori Antar.",Penampakan Terkini Pembangunan Monumen Kapsul Waktu di Merauke,"Desain arsitektur Monumen Kapsul Waktu di Kabupaten Merauke, Provinsi Papua, dibuat oleh arsitek kenamaan Indonesia Yori Antar. Penampakan Terkini Pembangunan Monumen Kapsul Waktu di Merauke"
219,Kementerian PUPR beri sinyal akan menambah jumlah rest area yang bersifat sementara atau temporer pada musim mudik Lebaran 2019.,Kementerian PUPR Bakal Bangun Rest Area Sementara pada Mudik 2019,Kementerian PUPR beri sinyal akan menambah jumlah rest area yang bersifat sementara atau temporer pada musim mudik Lebaran 2019. Kementerian PUPR Bakal Bangun Rest Area Sementara pada Mudik 2019
220,Kementerian PUPR bakal bertanggung jawab terhadap segala hal yang bersifat pembangunan fisik dari nilai anggaran tahun depan.,Menteri PUPR Usul Bentuk Unit Kerja Renovasi Sekolah,Kementerian PUPR bakal bertanggung jawab terhadap segala hal yang bersifat pembangunan fisik dari nilai anggaran tahun depan. Menteri PUPR Usul Bentuk Unit Kerja Renovasi Sekolah
221,"Kementerian PUPR menyelesaikan pembangunan Monumen Kapsul Waktu di Kabupaten Merauke, Papua.",Monumen Kapsul Waktu di Merauke Selesai Oktober 2018,"Kementerian PUPR menyelesaikan pembangunan Monumen Kapsul Waktu di Kabupaten Merauke, Papua. Monumen Kapsul Waktu di Merauke Selesai Oktober 2018"
222,SMF meluncurkan Standar Prosedur Operasi Pembiayaan Modal Kerja Konstruksi (SPO PMK) Perumahan Syariah.,Kementerian PUPR: Pembiayaan Syariah untuk Hindari Riba,SMF meluncurkan Standar Prosedur Operasi Pembiayaan Modal Kerja Konstruksi (SPO PMK) Perumahan Syariah. Kementerian PUPR: Pembiayaan Syariah untuk Hindari Riba
223,"Surat Berharga Syariah Negara  adalah mekanisme pendanaan yang baru, yang dinilai membantu Ditjen Bina Marga untuk menangani proyek-proyek strategis.",Kementerian PUPR Diganjar Penghargaan Pengelola Surat Berharga Syariah Negara Terbaik,"Surat Berharga Syariah Negara  adalah mekanisme pendanaan yang baru, yang dinilai membantu Ditjen Bina Marga untuk menangani proyek-proyek strategis. Kementerian PUPR Diganjar Penghargaan Pengelola Surat Berharga Syariah Negara Terbaik"
224,Kementerian PUPR juga mengajak seluruh elemen masyarakat untuk bersama menjaga dan merawat Jembatan Ampera.,"Jelang Asian Games 2018, Kementerian PUPR Rehabilitasi Jembatan Ampera","Kementerian PUPR juga mengajak seluruh elemen masyarakat untuk bersama menjaga dan merawat Jembatan Ampera. Jelang Asian Games 2018, Kementerian PUPR Rehabilitasi Jembatan Ampera"
225,"Cross girder jembatan Kalikuto, yang merupakan bagian proyek Tol Semarang - Batang ini terlepas dan jatuh ke Sungai Kuto di perbatasan Kendal - Batang.",Bina Marga Sebut Insiden Jembatan Kalikuto Bukan Kecelakaan tapi Keteledoran,"Cross girder jembatan Kalikuto, yang merupakan bagian proyek Tol Semarang - Batang ini terlepas dan jatuh ke Sungai Kuto di perbatasan Kendal - Batang. Bina Marga Sebut Insiden Jembatan Kalikuto Bukan Kecelakaan tapi Keteledoran"
226,"Jumlah jembatan timbang yang kewenangannya diambil alih Kementerian PUPR sebanyak 131 jembatan. Dari angka tersebut, sekitar 90 jembatan timbang akan mulai beroperasi pada 2019.",2 Kementerian Godok Pengalihan Operasional Jembatan Timbang ke Swasta,"Jumlah jembatan timbang yang kewenangannya diambil alih Kementerian PUPR sebanyak 131 jembatan. Dari angka tersebut, sekitar 90 jembatan timbang akan mulai beroperasi pada 2019. 2 Kementerian Godok Pengalihan Operasional Jembatan Timbang ke Swasta"
227,Pembangunan 65 bendungan yang terdiri dari 16 bendungan lanjutan dan 49 bendungan baru itu pun direncanakan untuk mewujudkan ketahanan pangan dan air.,Proyek Bendungan Gondang Ditargetkan Kelar Oktober 2018,Pembangunan 65 bendungan yang terdiri dari 16 bendungan lanjutan dan 49 bendungan baru itu pun direncanakan untuk mewujudkan ketahanan pangan dan air. Proyek Bendungan Gondang Ditargetkan Kelar Oktober 2018
228,Pemeliharaan sungai dan situ sebagai bagian pengendalian banjir di wilayah Jabodetabek merupakan kepentingan berbagai pihak.,Kementerian PUPR Gandeng TNI Pelihara Sungai dan Situ di Jabodetabek,Pemeliharaan sungai dan situ sebagai bagian pengendalian banjir di wilayah Jabodetabek merupakan kepentingan berbagai pihak. Kementerian PUPR Gandeng TNI Pelihara Sungai dan Situ di Jabodetabek
229,Kementerian PUPR memberikan penjelasan terkait kabar ambrolnya Jembatan Kalikuto pada Jumat malam 13 Juli 2018.,Tanggapan Kementerian PUPR soal Terputusnya Jembatan Kalikuto,Kementerian PUPR memberikan penjelasan terkait kabar ambrolnya Jembatan Kalikuto pada Jumat malam 13 Juli 2018. Tanggapan Kementerian PUPR soal Terputusnya Jembatan Kalikuto
230,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) membantah telah mengambilalih proyek enam ruas tol dalam kota DKI Jakarta.,Kementerian PUPR Bantah Ambil Alih Proyek 6 Ruas Tol Dalam Kota,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) membantah telah mengambilalih proyek enam ruas tol dalam kota DKI Jakarta. Kementerian PUPR Bantah Ambil Alih Proyek 6 Ruas Tol Dalam Kota
231,Pemerintah akan renovasi rumah dan bangun rumah baru untuk Zohri.,Pemerintah Siap Renovasi Rumah dan Bangun Rumah Baru untuk Zohri,Pemerintah akan renovasi rumah dan bangun rumah baru untuk Zohri. Pemerintah Siap Renovasi Rumah dan Bangun Rumah Baru untuk Zohri
232,Kementerian PUPR siapkan sejumlah infrastruktur untuk dukung konektivitas dan kelancaran selama Asian Games 2018 di Palembang.,Perbaikan Jalan Nasional di Jalur LRT Palembang Rampung Akhir Juli,Kementerian PUPR siapkan sejumlah infrastruktur untuk dukung konektivitas dan kelancaran selama Asian Games 2018 di Palembang. Perbaikan Jalan Nasional di Jalur LRT Palembang Rampung Akhir Juli
233,"Menteri PUPR Basuki Hadimuljono sempat memprioritaskan, penataan jalan dan trotoar demi mendukung kelancaran perhelatan Asian Games 2018 di Jakarta sudah selesai 100 persen pada 21 Juli 2018.",Kementerian PUPR Tuntas Tata Trotoar di Kawasan GBK,"Menteri PUPR Basuki Hadimuljono sempat memprioritaskan, penataan jalan dan trotoar demi mendukung kelancaran perhelatan Asian Games 2018 di Jakarta sudah selesai 100 persen pada 21 Juli 2018. Kementerian PUPR Tuntas Tata Trotoar di Kawasan GBK"
234,"Dengan e-FLPP, untuk proses pengujian data bagi 8.000 calon debitur (6 batch) dapat diselesaikan hanya dalam waktu 3 jam.",Sistem E-FLPP Bisa Pangkas Layanan Jadi Hanya 3 Jam,"Dengan e-FLPP, untuk proses pengujian data bagi 8.000 calon debitur (6 batch) dapat diselesaikan hanya dalam waktu 3 jam. Sistem E-FLPP Bisa Pangkas Layanan Jadi Hanya 3 Jam"
235,Seluruh pekerjaan infrastruktur untuk mendukung Asian Games 2018 akan selesai tepat pada waktunya dan memenuhi standar internasional.,Kementerian PUPR Rampungkan Tata Kawasan Jakabaring Sport City,Seluruh pekerjaan infrastruktur untuk mendukung Asian Games 2018 akan selesai tepat pada waktunya dan memenuhi standar internasional. Kementerian PUPR Rampungkan Tata Kawasan Jakabaring Sport City
236,Kementerian PUPR meluncurkan aplikasi Si-Mentor PUPR (Sistem Informasi Manajemen Motor Penggerak PUPR).,Jurus Kementerian PUPR Dongkrak Kinerja Pegawainya,Kementerian PUPR meluncurkan aplikasi Si-Mentor PUPR (Sistem Informasi Manajemen Motor Penggerak PUPR). Jurus Kementerian PUPR Dongkrak Kinerja Pegawainya
237,Pembangunan itu sejalan dengan Nawacita Presiden Joko Widodo dan Wapres Jusuf Kalla dalam membangun Indonesia dari pinggiran.,Kementerian PUPR Bangun Pengaman Pantai pada Pulau Terdepan di Riau,Pembangunan itu sejalan dengan Nawacita Presiden Joko Widodo dan Wapres Jusuf Kalla dalam membangun Indonesia dari pinggiran. Kementerian PUPR Bangun Pengaman Pantai pada Pulau Terdepan di Riau
238,Dana Sukuk digunakan untuk meningkatkan kemantapan jalan poros utama dalam rangka penguatan daya saing bangsa dan mendukung sistem logistik nasional.,Sukuk Negara Biayai Pemeliharaan Jalan Lintas Timur Sumatera,Dana Sukuk digunakan untuk meningkatkan kemantapan jalan poros utama dalam rangka penguatan daya saing bangsa dan mendukung sistem logistik nasional. Sukuk Negara Biayai Pemeliharaan Jalan Lintas Timur Sumatera
239,Kementerian PUPR terus melakukan pembangunan irigasi untuk meningkatkan produktivitas lahan pertanian di Indonesia.,"Dukung Ketahanan Pangan, Kementerian PUPR Bangun Irigasi Sawah Laweh Tarusan","Kementerian PUPR terus melakukan pembangunan irigasi untuk meningkatkan produktivitas lahan pertanian di Indonesia. Dukung Ketahanan Pangan, Kementerian PUPR Bangun Irigasi Sawah Laweh Tarusan"
240,Pemerintah memberlakukan integrasi tarif Tol Jakarta Outer Ring Road (JORR) atau tol lingkar luar Jakarta sebagai salah satu upaya meningkatkan efisiensi sistem logistik nasional.,"Lebih Hemat, Ini 6 Fakta Integrasi Tol Lingkar Luar Jakarta","Pemerintah memberlakukan integrasi tarif Tol Jakarta Outer Ring Road (JORR) atau tol lingkar luar Jakarta sebagai salah satu upaya meningkatkan efisiensi sistem logistik nasional. Lebih Hemat, Ini 6 Fakta Integrasi Tol Lingkar Luar Jakarta"
241,"Dari total jumlah tenaga kerja di sektor konstruksi, hanya 10 persen yang masuk kategori ahli dan 30 persen yang terampil serta memiliki sertifikat.‎",60 Persen Pekerja Konstruksi RI Tak Miliki Keterampilan,"Dari total jumlah tenaga kerja di sektor konstruksi, hanya 10 persen yang masuk kategori ahli dan 30 persen yang terampil serta memiliki sertifikat.‎ 60 Persen Pekerja Konstruksi RI Tak Miliki Keterampilan"
242,"Melalui kegiatan ini, mahasiswa dapat melihat langsung dan mendapatkan pemahaman mengenai infrastruktur dasar yang dibangun Kementerian PUPR.",Cara Kementerian PUPR Ajak Mahasiswa Peduli Infrastruktur,"Melalui kegiatan ini, mahasiswa dapat melihat langsung dan mendapatkan pemahaman mengenai infrastruktur dasar yang dibangun Kementerian PUPR. Cara Kementerian PUPR Ajak Mahasiswa Peduli Infrastruktur"
243,"TPA yang melayani area Denpasar, Badung, Gianyar dan Tabanan ini akan menjadi proyek percontohan pengolahan sampah menjadi energi.",Revitalisasi TPA Sarbagita Ditarget Kelar Oktober 2019,"TPA yang melayani area Denpasar, Badung, Gianyar dan Tabanan ini akan menjadi proyek percontohan pengolahan sampah menjadi energi. Revitalisasi TPA Sarbagita Ditarget Kelar Oktober 2019"
244,"Pada 2015, Kementerian PUPR telah menyusun masterplan 35 wilayah pengembangan strategis (WPS) di Indonesia termasuk didalamnya kota cerdas berkelanjutan.","Kembangkan Kota Cerdas, RI Tiru Korea Selatan","Pada 2015, Kementerian PUPR telah menyusun masterplan 35 wilayah pengembangan strategis (WPS) di Indonesia termasuk didalamnya kota cerdas berkelanjutan. Kembangkan Kota Cerdas, RI Tiru Korea Selatan"
245,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus mendorong pengembangan kota cerdas (smart city) untuk merespons tingginya laju urbanisasi.,Pengembangan Kota Cerdas di RI Bakal Tercapai pada 2045,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus mendorong pengembangan kota cerdas (smart city) untuk merespons tingginya laju urbanisasi. Pengembangan Kota Cerdas di RI Bakal Tercapai pada 2045
246,Kementerian PUPR gencar membangun bendungan untuk menambah pasokan air bagi areal persawahan.,"Dongkrak Produksi Padi, Kementerian PUPR Gencar Bangun Bendungan","Kementerian PUPR gencar membangun bendungan untuk menambah pasokan air bagi areal persawahan. Dongkrak Produksi Padi, Kementerian PUPR Gencar Bangun Bendungan"
247,Danau Tempe sedari dulu banyak dijadikan sebagai tempat bermukim bagi hewan air yang juga jadi bahan pangan seperti ikan gabus.,"Cegah Banjir, Pemerintah Bangun Tanggul di Danau Tempe","Danau Tempe sedari dulu banyak dijadikan sebagai tempat bermukim bagi hewan air yang juga jadi bahan pangan seperti ikan gabus. Cegah Banjir, Pemerintah Bangun Tanggul di Danau Tempe"
248,"Kementerian PUPR membuka kemungkinan untuk menerapkan sistem integrasi tarif pada Tol Trans Jawa Merak-Banyuwangi sepanjang 1.150 kilometer, yang ditargetkan tersambung 2019.","Setelah JORR, Sistem Integrasi Tarif Bakal Diterapkan di Tol Trans Jawa","Kementerian PUPR membuka kemungkinan untuk menerapkan sistem integrasi tarif pada Tol Trans Jawa Merak-Banyuwangi sepanjang 1.150 kilometer, yang ditargetkan tersambung 2019. Setelah JORR, Sistem Integrasi Tarif Bakal Diterapkan di Tol Trans Jawa"
249,Pembangunan Jalan Layang Maros dapat selesai sesuai jadwal yakni September 2018.,Jalan Layang Maros Pangkas Jalur Logistik Makassar-Bone,Pembangunan Jalan Layang Maros dapat selesai sesuai jadwal yakni September 2018. Jalan Layang Maros Pangkas Jalur Logistik Makassar-Bone
250,Jalan layang Maros-Bone juga merupakan akses menuju Taman Nasional Bantimurung.,Jembatan Maros-Bone Rampung September 2018,Jalan layang Maros-Bone juga merupakan akses menuju Taman Nasional Bantimurung. Jembatan Maros-Bone Rampung September 2018
251,Ada dua Penjambret Dirjen Bina Konstruksi PUPR. Satu tewas dan lainnya ditangkap.,1 Penjambret Dirjen Bina Konstruksi PUPR Ditembak Mati,Ada dua Penjambret Dirjen Bina Konstruksi PUPR. Satu tewas dan lainnya ditangkap. 1 Penjambret Dirjen Bina Konstruksi PUPR Ditembak Mati
252,Kementerian PUPR terus melanjutkan pembangunan bendungan dan embung untuk jaga ketahanan air dan kedaulatan pangan.,Pembangunan Bendungan Gondang Selesai pada 2018,Kementerian PUPR terus melanjutkan pembangunan bendungan dan embung untuk jaga ketahanan air dan kedaulatan pangan. Pembangunan Bendungan Gondang Selesai pada 2018
253,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) berupaya untuk menyelesaikan pembangunan Jalan Tol Trans Jawa dari Merak - Banyuwangi sepanjang 1.150 Km pada akhir 2019.,9 Ruas Tol yang Akan Diresmikan Mampu Dorong Ekonomi Daerah,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) berupaya untuk menyelesaikan pembangunan Jalan Tol Trans Jawa dari Merak - Banyuwangi sepanjang 1.150 Km pada akhir 2019. 9 Ruas Tol yang Akan Diresmikan Mampu Dorong Ekonomi Daerah
254,Program SPAM di seluruh Indonesia dalam rentang tahun 2015-2019 diperkirakan membutuhkan pendanaan hingga Rp 254 triliun.,"Kementerian PUPR Bangun Sistem Air Minum Senilai Rp 1,2 Triliun di Lampung","Program SPAM di seluruh Indonesia dalam rentang tahun 2015-2019 diperkirakan membutuhkan pendanaan hingga Rp 254 triliun. Kementerian PUPR Bangun Sistem Air Minum Senilai Rp 1,2 Triliun di Lampung"
255,"Adapun pemberian opini tersebut didasarkan pada kesesuaian laporan keuangan dengan standar akuntansi pemerintahan, serta penyelenggaraan Sistem Pengendalian Internal di lingkungan Kementerian PUPR.",Laporan Keuangan Kementerian PUPR 2017 Raih Opini WTP,"Adapun pemberian opini tersebut didasarkan pada kesesuaian laporan keuangan dengan standar akuntansi pemerintahan, serta penyelenggaraan Sistem Pengendalian Internal di lingkungan Kementerian PUPR. Laporan Keuangan Kementerian PUPR 2017 Raih Opini WTP"
256,Polisi mengatakan Syarief tengah dirawat di Rumah Sakit Medistra usai penjambretan.,"Dijambret Orang Tak Dikenal, Dirjen Bina Konstruksi PUPR Dirawat di RS","Polisi mengatakan Syarief tengah dirawat di Rumah Sakit Medistra usai penjambretan. Dijambret Orang Tak Dikenal, Dirjen Bina Konstruksi PUPR Dirawat di RS"
257,Kementerian PUPR melalui Direktorat Jenderal Cipta Karya telah bekerja sama dengan PDAM Banyuwangi untuk bantuan pemenuhan kebutuhan air bersih.,Kementerian PUPR Turunkan Alat Berat Tangani Banjir Bandang Banyuwangi,Kementerian PUPR melalui Direktorat Jenderal Cipta Karya telah bekerja sama dengan PDAM Banyuwangi untuk bantuan pemenuhan kebutuhan air bersih. Kementerian PUPR Turunkan Alat Berat Tangani Banjir Bandang Banyuwangi
258,Kementerian PUPR bakal menerapkan integrasi sistem transaksi di ruas tol JORR.,"Integrasi Tol JORR, Jasa Marga Harap Kendaraan Logistik Taat Aturan","Kementerian PUPR bakal menerapkan integrasi sistem transaksi di ruas tol JORR. Integrasi Tol JORR, Jasa Marga Harap Kendaraan Logistik Taat Aturan"
259,"Kementerian PUPR menegaskan jika tujuan utama penyesuaian tarif Tol JORR bukan serta merta untuk menaikkan pendapatan BUJT, namun memudahkan pengguna jarak jauh.","Tol JORR Terintegrasi, 61 Persen Pengguna Bayar Tarif Lebih Murah","Kementerian PUPR menegaskan jika tujuan utama penyesuaian tarif Tol JORR bukan serta merta untuk menaikkan pendapatan BUJT, namun memudahkan pengguna jarak jauh. Tol JORR Terintegrasi, 61 Persen Pengguna Bayar Tarif Lebih Murah"
260,Kementerian PUPR telah menyelesaikan pembangunan tribun VIP untuk venue cabang olahraga (cabor) voli pantai di Kompleks Jakabaring Sport City.,Pembangunan Tribun Venue Voli Pantai Asian Games Telah Rampung,Kementerian PUPR telah menyelesaikan pembangunan tribun VIP untuk venue cabang olahraga (cabor) voli pantai di Kompleks Jakabaring Sport City. Pembangunan Tribun Venue Voli Pantai Asian Games Telah Rampung
261,Program pengendalian banjir di Solo sudah mulai dilakukan secara terpadu dari hulu ke hilir sejak 2016.,"Atasi Banjir di Solo, Kementerian PUPR Rampungkan Normalisasi Kali Pepe","Program pengendalian banjir di Solo sudah mulai dilakukan secara terpadu dari hulu ke hilir sejak 2016. Atasi Banjir di Solo, Kementerian PUPR Rampungkan Normalisasi Kali Pepe"
262,Perubahan utama dalam renovasi venue pencak silat untuk Asian Games 2018 adalah penambahan sistem pencahayaan dengan menggunakan standar broadcast.,Renovasi Venue Pencak Silat Asian Games 2018 Lebih Cepat dari Target,Perubahan utama dalam renovasi venue pencak silat untuk Asian Games 2018 adalah penambahan sistem pencahayaan dengan menggunakan standar broadcast. Renovasi Venue Pencak Silat Asian Games 2018 Lebih Cepat dari Target
263,Kejuaraan Asian Sailing Championship (ASC) 2018 yang merupakan test event mandiri sebelum Asian Games XVIII 2018 berlangsung.,Gelanggang Layar Asian Games 2018 di Ancol Bakal Rampung Akhir Juni,Kejuaraan Asian Sailing Championship (ASC) 2018 yang merupakan test event mandiri sebelum Asian Games XVIII 2018 berlangsung. Gelanggang Layar Asian Games 2018 di Ancol Bakal Rampung Akhir Juni
264,"Untuk meyakinkan bahwa Jembatan Kali Kuto memang aman untuk dilalui secara fungsional, Basuki menaiki sebuah dump truk berbobot 16 ton.",Jembatan Kali Kuto Bakal Kembali Dibuka untuk Arus Balik pada 18 Juni,"Untuk meyakinkan bahwa Jembatan Kali Kuto memang aman untuk dilalui secara fungsional, Basuki menaiki sebuah dump truk berbobot 16 ton. Jembatan Kali Kuto Bakal Kembali Dibuka untuk Arus Balik pada 18 Juni"
265,Mudik bareng dilaksanakan 4 hari setelah libur cuti bersama sebagai bukti bahwa Kementerian PUPR tetap berkomitmen menyelesaikan seluruh proyek pembangunan.,13 Bus Bawa Mudik Pekerja Konstruksi GBK ke Kampung Halaman,Mudik bareng dilaksanakan 4 hari setelah libur cuti bersama sebagai bukti bahwa Kementerian PUPR tetap berkomitmen menyelesaikan seluruh proyek pembangunan. 13 Bus Bawa Mudik Pekerja Konstruksi GBK ke Kampung Halaman
266,Integrasi tarif tol diikuti dengan dihapuskannya Gerbang Tol Meruya dan Gerbang Tol Rorotan.,Perubahan Tarif Tol Lingkar Luar Jakarta Ditunda Jadi 20 Juni 2018,Integrasi tarif tol diikuti dengan dihapuskannya Gerbang Tol Meruya dan Gerbang Tol Rorotan. Perubahan Tarif Tol Lingkar Luar Jakarta Ditunda Jadi 20 Juni 2018
267,Pemerintah akan integrasikan ruas jalan tol lingkar luar Jakarta atau Jakarta Outer Ring Road (JORR) untuk meningkatkan pelayanan di ruas jalan tersebut.,Jasa Marga Integrasikan Dua Ruas Tol Ini Mulai 13 Juni,Pemerintah akan integrasikan ruas jalan tol lingkar luar Jakarta atau Jakarta Outer Ring Road (JORR) untuk meningkatkan pelayanan di ruas jalan tersebut. Jasa Marga Integrasikan Dua Ruas Tol Ini Mulai 13 Juni
268,Nantinya penyederhanaan golongan kendaraan pada tol ini akan tertuang dalam Keputusan Menteri Pekerjaan Umum dan Perumahan Rakyat (Kepmen PUPR).,Penyederhanaan Golongan Kendaraan Jalan Tol Dipastikan Kelar Tahun Ini,Nantinya penyederhanaan golongan kendaraan pada tol ini akan tertuang dalam Keputusan Menteri Pekerjaan Umum dan Perumahan Rakyat (Kepmen PUPR). Penyederhanaan Golongan Kendaraan Jalan Tol Dipastikan Kelar Tahun Ini
269,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) mengingatkan pemudik tetap berhati-hati pada beberapa titik kritis jalur mudik Lebaran 2018.,Tingkat Kemiringan Jalan Sementara Kali Kenteng Aman Dilalui Pemudik,Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) mengingatkan pemudik tetap berhati-hati pada beberapa titik kritis jalur mudik Lebaran 2018. Tingkat Kemiringan Jalan Sementara Kali Kenteng Aman Dilalui Pemudik
270,"Kementerian PUPR menyatakan kondisi jalan nasional di Jawa, Sumatera, Kalimantan dan Sulawesi sudah lebih baik dari tahun sebelumnya.",Kementerian PUPR Buka Sementara Jembatan Layang Maros-Bone,"Kementerian PUPR menyatakan kondisi jalan nasional di Jawa, Sumatera, Kalimantan dan Sulawesi sudah lebih baik dari tahun sebelumnya. Kementerian PUPR Buka Sementara Jembatan Layang Maros-Bone"
271,"Untuk jalan tol yang sudah operasional di Pulau Jawa, total terdapat 13 tempat istirahat serta 30 Tempat Istirahat dan Pelayanan (TIP) yang juga akan dilengkapi dengan fasilitas toilet tambahan.",Kementerian PUPR Siagakan 26 Unit Mobil Toilet di Tol Trans Jawa,"Untuk jalan tol yang sudah operasional di Pulau Jawa, total terdapat 13 tempat istirahat serta 30 Tempat Istirahat dan Pelayanan (TIP) yang juga akan dilengkapi dengan fasilitas toilet tambahan. Kementerian PUPR Siagakan 26 Unit Mobil Toilet di Tol Trans Jawa"
272,Menteri PUPR Basuki Hadimuljono mengatakan akan berupaya keras agar target pembangunan infrastruktur 2015-2019 bisa tercapai.,Jurus Menteri PUPR Optimalkan Anggaran Infrastruktur,Menteri PUPR Basuki Hadimuljono mengatakan akan berupaya keras agar target pembangunan infrastruktur 2015-2019 bisa tercapai. Jurus Menteri PUPR Optimalkan Anggaran Infrastruktur
273,"BPJT memperkirakan akan terjadi lonjakan tinggi pada beberapa gerbang tol Paliaman, Merak, dan Banyumanik.","Waspada, Ini Daftar Tol yang Diramal Macet Parah pada Mudik 2018","BPJT memperkirakan akan terjadi lonjakan tinggi pada beberapa gerbang tol Paliaman, Merak, dan Banyumanik. Waspada, Ini Daftar Tol yang Diramal Macet Parah pada Mudik 2018"
274,"Pada 2017, Kementerian PUPR telah menganggarkan dana Rp 40 miliar untuk desain masterplan dan perencanaan teknis UIII.",Tengok Indahnya Desain Kampus UIII yang Futuristik,"Pada 2017, Kementerian PUPR telah menganggarkan dana Rp 40 miliar untuk desain masterplan dan perencanaan teknis UIII. Tengok Indahnya Desain Kampus UIII yang Futuristik"
275,Sebanyak enam ruas tol yang belum selesai pengerjaannya bakal dibuka secara fungsional pada mudik Lebaran 2018.,"Ingat, Kecepatan di Tol Fungsional Tak Boleh Lebih dari 40 Km per Jam","Sebanyak enam ruas tol yang belum selesai pengerjaannya bakal dibuka secara fungsional pada mudik Lebaran 2018. Ingat, Kecepatan di Tol Fungsional Tak Boleh Lebih dari 40 Km per Jam"
276,Keselamatan kerja harus menjadi budaya kerja yang dilaksanakan dengan disiplin.,"Abaikan Keselamatan, Pemenang Lelang Infrastruktur Bisa Batal Dapat Proyek","Keselamatan kerja harus menjadi budaya kerja yang dilaksanakan dengan disiplin. Abaikan Keselamatan, Pemenang Lelang Infrastruktur Bisa Batal Dapat Proyek"
277,Jalan Trans Maluku sudah sepanjang 640 Km atau 70 persen dari 914 Km di Pulau Seram sudah bisa fungsional.,Jalan Trans Maluku di Pulau Seram Tembus 640 Km,Jalan Trans Maluku sudah sepanjang 640 Km atau 70 persen dari 914 Km di Pulau Seram sudah bisa fungsional. Jalan Trans Maluku di Pulau Seram Tembus 640 Km
